-25;-0;24
11;0;53
13;0;54
13;0;55
14;0;56
14;0;57
15;0;58
15;0;59
15;0;60
15;0;61
15;0;62
15;0;63
15;0;64
15;0;65
15;0;66
15;0;67
15;0;68
15;0;69
15;0;70
15;0;71
15;0;72
14;0;73
15;0;74
15;0;75
15;0;76
15;0;77
15;0;78
15;0;79
15;0;80
15;0;81
15;0;82
14;0;83
14;0;84
14;0;85
14;0;86
14;0;87
14;0;88
142;0;89
13;0;90
13;0;91
125;0;92
125;0;93
125;0;94
125;0;95
125;0;96
125;0;97
122;0;98
126;0;99
12;0;100
12;0;101
12;0;102
12;0;103
12;0;104
12;0;105
11;0;106
11;0;107
11;0;108
11;0;109
11;0;110
11;0;111
11;0;112
11;0;113
10;0;114
10;0;115
10;0;116
10;0;117
10;0;118
10;0;119
10;0;120
10;0;121
10;0;122
10;0;123
9;0;124
9;0;125
9;0;126
8;0;127
8;0;128
8;0;129
8;0;130
7;0;131
6;0;132
6;0;133
5;0;134
5;0;135
5;0;136
6;0;137
7;0;138
8;0;139
9;0;140
10;0;141
11;0;142
12;0;143
13;0;144
15;0;145
17;0;146
18;0;147
18;0;148
18;0;149
18;0;150
-7.09155;23.9731;24
3.12028;-10.5482;53
3.68761;-12.466;54
3.68761;-12.466;55
3.97127;-13.4249;56
3.97127;-13.4249;57
4.25493;-14.3839;58
4.25493;-14.3839;59
4.25493;-14.3839;60
4.25493;-14.3839;61
4.25493;-14.3839;62
4.25493;-14.3839;63
4.25493;-14.3839;64
4.25493;-14.3839;65
4.25493;-14.3839;66
4.25493;-14.3839;67
4.25493;-14.3839;68
4.25493;-14.3839;69
4.25493;-14.3839;70
4.25493;-14.3839;71
4.25493;-14.3839;72
3.97127;-13.4249;73
4.25493;-14.3839;74
4.25493;-14.3839;75
4.25493;-14.3839;76
4.25493;-14.3839;77
4.25493;-14.3839;78
4.25493;-14.3839;79
4.25493;-14.3839;80
4.25493;-14.3839;81
4.25493;-14.3839;82
3.97127;-13.4249;83
3.97127;-13.4249;84
3.97127;-13.4249;85
3.97127;-13.4249;86
3.97127;-13.4249;87
3.97127;-13.4249;88
40.28;-136.167;89
3.68761;-12.466;90
3.68761;-12.466;91
35.4578;-119.866;92
35.4578;-119.866;93
35.4578;-119.866;94
35.4578;-119.866;95
35.4578;-119.866;96
35.4578;-119.866;97
34.6068;-116.989;98
35.7414;-120.824;99
3.40395;-11.5071;100
3.40395;-11.5071;101
3.40395;-11.5071;102
3.40395;-11.5071;103
3.40395;-11.5071;104
3.40395;-11.5071;105
3.12028;-10.5482;106
3.12028;-10.5482;107
3.12028;-10.5482;108
3.12028;-10.5482;109
3.12028;-10.5482;110
3.12028;-10.5482;111
3.12028;-10.5482;112
3.12028;-10.5482;113
2.83662;-9.58924;114
2.83662;-9.58924;115
2.83662;-9.58924;116
2.83662;-9.58924;117
2.83662;-9.58924;118
2.83662;-9.58924;119
2.83662;-9.58924;120
2.83662;-9.58924;121
2.83662;-9.58924;122
2.83662;-9.58924;123
2.55296;-8.63032;124
2.55296;-8.63032;125
2.55296;-8.63032;126
2.2693;-7.67139;127
2.2693;-7.67139;128
2.2693;-7.67139;129
2.2693;-7.67139;130
1.98564;-6.71247;131
1.70197;-5.75355;132
1.70197;-5.75355;133
1.41831;-4.79462;134
1.41831;-4.79462;135
1.41831;-4.79462;136
1.70197;-5.75355;137
1.98564;-6.71247;138
2.2693;-7.67139;139
2.55296;-8.63032;140
2.83662;-9.58924;141
3.12028;-10.5482;142
3.40395;-11.5071;143
3.68761;-12.466;144
4.25493;-14.3839;145
4.82226;-16.3017;146
5.10592;-17.2606;147
5.10592;-17.2606;148
5.10592;-17.2606;149
5.10592;-17.2606;150
20.9768;13.6005;24
-9.22979;-5.98423;53
-10.9079;-7.07227;54
-10.9079;-7.07227;55
-11.747;-7.6163;56
-11.747;-7.6163;57
-12.5861;-8.16032;58
-12.5861;-8.16032;59
-12.5861;-8.16032;60
-12.5861;-8.16032;61
-12.5861;-8.16032;62
-12.5861;-8.16032;63
-12.5861;-8.16032;64
-12.5861;-8.16032;65
-12.5861;-8.16032;66
-12.5861;-8.16032;67
-12.5861;-8.16032;68
-12.5861;-8.16032;69
-12.5861;-8.16032;70
-12.5861;-8.16032;71
-12.5861;-8.16032;72
-11.747;-7.6163;73
-12.5861;-8.16032;74
-12.5861;-8.16032;75
-12.5861;-8.16032;76
-12.5861;-8.16032;77
-12.5861;-8.16032;78
-12.5861;-8.16032;79
-12.5861;-8.16032;80
-12.5861;-8.16032;81
-12.5861;-8.16032;82
-11.747;-7.6163;83
-11.747;-7.6163;84
-11.747;-7.6163;85
-11.747;-7.6163;86
-11.747;-7.6163;87
-11.747;-7.6163;88
-119.148;-77.251;89
-10.9079;-7.07227;90
-10.9079;-7.07227;91
-104.884;-68.0026;92
-104.884;-68.0026;93
-104.884;-68.0026;94
-104.884;-68.0026;95
-104.884;-68.0026;96
-104.884;-68.0026;97
-102.367;-66.3706;98
-105.723;-68.5467;99
-10.0689;-6.52825;100
-10.0689;-6.52825;101
-10.0689;-6.52825;102
-10.0689;-6.52825;103
-10.0689;-6.52825;104
-10.0689;-6.52825;105
-9.22979;-5.98423;106
-9.22979;-5.98423;107
-9.22979;-5.98423;108
-9.22979;-5.98423;109
-9.22979;-5.98423;110
-9.22979;-5.98423;111
-9.22979;-5.98423;112
-9.22979;-5.98423;113
-8.39072;-5.44021;114
-8.39072;-5.44021;115
-8.39072;-5.44021;116
-8.39072;-5.44021;117
-8.39072;-5.44021;118
-8.39072;-5.44021;119
-8.39072;-5.44021;120
-8.39072;-5.44021;121
-8.39072;-5.44021;122
-8.39072;-5.44021;123
-7.55164;-4.89619;124
-7.55164;-4.89619;125
-7.55164;-4.89619;126
-6.71257;-4.35217;127
-6.71257;-4.35217;128
-6.71257;-4.35217;129
-6.71257;-4.35217;130
-5.8735;-3.80815;131
-5.03443;-3.26413;132
-5.03443;-3.26413;133
-4.19536;-2.72011;134
-4.19536;-2.72011;135
-4.19536;-2.72011;136
-5.03443;-3.26413;137
-5.8735;-3.80815;138
-6.71257;-4.35217;139
-7.55164;-4.89619;140
-8.39072;-5.44021;141
-9.22979;-5.98423;142
-10.0689;-6.52825;143
-10.9079;-7.07227;144
-12.5861;-8.16032;145
-14.2642;-9.24836;146
-15.1033;-9.79238;147
-15.1033;-9.79238;148
-15.1033;-9.79238;149
-15.1033;-9.79238;150
18.9922;-16.2572;24
-8.35657;7.15317;53
-9.87594;8.45374;54
-9.87594;8.45374;55
-10.6356;9.10403;56
-10.6356;9.10403;57
-11.3953;9.75432;58
-11.3953;9.75432;59
-11.3953;9.75432;60
-11.3953;9.75432;61
-11.3953;9.75432;62
-11.3953;9.75432;63
-11.3953;9.75432;64
-11.3953;9.75432;65
-11.3953;9.75432;66
-11.3953;9.75432;67
